Id,LotFrontage,LotArea,HouseStyle,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,FullBath,TotalRooms,GarageCars,GarageArea,YrSold,SalePrice
1221,66.0,7800.0,1Story,5,5,1964,912,Y,912,0,1,5,1,288,2006,115000
1222,55.0,8250.0,1Story,5,5,1968,952,Y,1211,0,1,5,1,322,2008,134000
1223,78.0,10496.0,1.5Fin,6,6,1949,1040,Y,1168,678,2,7,1,315,2007,143000
1224,89.0,10680.0,1Story,5,3,1951,,N,2136,0,2,7,2,528,2006,137900
1225,60.0,15384.0,2Story,7,5,2004,788,Y,788,702,2,8,2,388,2008,184000
1226,65.0,10482.0,SLvl,6,8,1958,,Y,1138,0,1,6,1,264,2007,145000
1227,86.0,14598.0,2Story,6,5,2007,,Y,894,1039,2,9,3,668,2008,214000
1228,72.0,8872.0,1Story,5,8,1965,912,Y,912,0,1,5,2,576,2008,147000
1229,65.0,8769.0,1Story,9,5,2008,1702,Y,1702,0,1,7,3,1052,2008,367294
1230,70.0,,SLvl,5,5,1960,,Y,1507,0,2,7,1,404,2008,127000
1231,,18890.0,1.5Fin,5,5,1977,1361,Y,1361,1259,2,12,2,600,2007,190000
1232,70.0,7728.0,SLvl,5,6,1962,1106,Y,1190,0,1,6,2,540,2006,132500
1233,70.0,9842.0,1Story,4,5,1962,,Y,1224,0,2,6,2,462,2007,101800
1234,,12160.0,1Story,5,5,1959,1188,Y,1188,0,1,6,2,531,2010,142000
1235,55.0,8525.0,2Story,5,6,1911,940,N,1024,940,1,7,0,0,2008,130000
1236,96.0,,2Story,5,5,1914,747,Y,892,892,1,9,1,180,2006,138887
1237,36.0,,2Story,7,5,2003,764,Y,764,862,2,6,2,474,2010,175500
1238,41.0,12393.0,2Story,7,5,2004,847,Y,847,1101,2,8,2,434,2006,195000
1239,63.0,13072.0,1Story,6,5,2005,,Y,1141,0,1,6,2,484,2006,142500
1240,64.0,9037.0,1Story,8,5,2006,,Y,1484,0,2,6,2,472,2007,265900
1241,65.0,8158.0,2Story,7,5,2003,884,Y,884,884,2,8,2,543,2008,224900
1242,83.0,9849.0,1Story,7,6,2007,,Y,1689,0,2,7,3,954,2007,248328
1243,85.0,10625.0,SFoyer,7,6,1974,,Y,1173,0,2,6,2,528,2010,170000
1244,107.0,13891.0,1Story,10,5,2006,,Y,2076,0,2,7,3,850,2006,465000
1245,,11435.0,2Story,8,7,1929,,Y,792,725,1,7,2,400,2006,230000
1246,78.0,12090.0,SLvl,6,7,1984,,Y,1140,728,3,7,2,477,2007,178000
1247,65.0,8125.0,2Story,7,5,2005,756,Y,756,797,2,6,2,615,2006,186500
1248,,12328.0,SLvl,6,5,1976,1012,Y,1034,0,1,6,3,888,2010,169900
1249,60.0,9600.0,2.5Unf,6,5,1917,,N,1134,924,1,8,2,396,2008,129500
1250,60.0,7200.0,1Story,5,7,1950,,Y,988,0,1,6,1,276,2007,119000
1251,93.0,,1Story,7,5,1968,,Y,2110,0,2,8,2,522,2010,244000
1252,,3136.0,1Story,7,5,2003,1405,Y,1405,0,2,6,2,478,2006,171750
1253,62.0,9858.0,1Story,5,6,1968,864,Y,874,0,1,5,1,288,2009,130000
1254,,17542.0,2Story,7,7,1974,,Y,1516,651,2,9,2,518,2007,294000
1255,60.0,6931.0,2Story,7,5,2003,746,Y,760,896,2,7,2,397,2008,165400
1256,52.0,6240.0,1.5Fin,6,6,1931,884,Y,959,408,1,6,1,560,2007,127500
1257,91.0,14303.0,1Story,8,5,1994,,Y,1987,0,2,7,2,691,2008,301500
1258,56.0,4060.0,1Story,5,8,1922,864,Y,864,0,1,4,0,0,2009,99900
1259,59.0,9587.0,SLvl,7,5,2005,856,Y,1166,0,2,5,2,400,2008,190000
1260,65.0,9750.0,1Story,6,8,1969,1054,Y,1054,0,1,6,2,460,2008,151000
1261,,24682.0,2Story,6,5,1999,841,Y,892,783,2,7,2,502,2009,181000
1262,80.0,9600.0,1Story,5,6,1956,1050,Y,1050,0,1,5,1,338,2009,128900
1263,,11250.0,1.5Fin,4,5,1957,,Y,1104,684,1,8,1,304,2009,161500
1264,60.0,13515.0,2Story,6,6,1919,,Y,1060,764,1,8,2,520,2007,180500
1265,34.0,4060.0,1Story,6,5,1998,,Y,1337,0,2,5,2,511,2008,181000
1266,35.0,,2Story,7,5,1999,691,Y,713,739,2,6,2,506,2006,183900
1267,60.0,10120.0,2.5Unf,7,4,1910,,N,964,925,1,9,1,308,2007,122000
1268,89.0,13214.0,1Story,9,5,2008,2002,Y,2018,0,2,10,3,746,2010,378500
1269,,14100.0,1.5Fin,8,9,1935,728,Y,1968,1479,3,11,3,1014,2008,381000
1270,78.0,11344.0,1.5Fin,5,5,1958,,Y,874,650,1,7,1,315,2007,144000
1271,,23595.0,1Story,7,6,1979,,Y,1332,192,0,4,2,586,2010,260000
1272,,9156.0,1Story,6,7,1968,,Y,1489,0,2,7,2,462,2009,185750
1273,,13526.0,1Story,5,6,1965,935,Y,935,0,1,5,1,288,2006,137000
1274,124.0,11512.0,SLvl,6,7,1959,,Y,1357,0,1,5,1,312,2008,177000
1275,53.0,5362.0,1.5Fin,5,6,1910,,Y,661,589,2,8,2,552,2007,139000
1276,95.0,11345.0,2Story,5,5,1948,928,Y,928,992,2,10,2,400,2007,137000
1277,,12936.0,2Story,6,6,1972,723,Y,735,660,1,6,2,497,2009,162000
1278,,17871.0,SLvl,6,5,1967,1680,Y,1724,0,1,7,2,480,2009,197900
1279,75.0,9473.0,2Story,8,5,2002,,Y,1128,903,2,7,2,577,2008,237000
1280,60.0,7500.0,1.5Fin,4,4,1920,698,Y,698,430,1,6,2,528,2010,68400
1281,67.0,9808.0,1Story,7,5,2002,,Y,1573,0,2,6,2,544,2009,227000
1282,50.0,8049.0,1Story,7,5,1990,,Y,1339,0,2,6,2,484,2006,180000
1283,61.0,8800.0,1Story,5,7,1977,1040,Y,1040,0,2,5,2,484,2009,150500
1284,94.0,9400.0,2Story,6,5,1971,912,Y,912,912,2,8,0,0,2010,139000
1285,50.0,,1.5Fin,6,7,1919,804,Y,1699,748,2,10,1,336,2010,169000
1286,50.0,6000.0,1.5Fin,6,6,1939,,Y,825,587,1,6,1,280,2009,132500
1287,,9790.0,1Story,6,5,1963,1328,Y,1328,0,1,6,2,528,2010,143000
1288,,36500.0,1Story,5,5,1964,,Y,1582,0,2,7,2,390,2006,190000
1289,40.0,5664.0,1Story,8,5,2000,1501,Y,1659,0,2,5,2,499,2009,278000
1290,86.0,,2Story,8,5,2006,,Y,1120,850,2,8,3,753,2006,281000
1291,,14112.0,SLvl,5,7,1964,1152,Y,1152,0,1,6,2,484,2010,180500
1292,21.0,1680.0,2Story,5,7,1972,630,Y,630,672,2,6,1,264,2009,119500
1293,60.0,6600.0,2Story,5,4,1892,,N,1378,994,2,11,1,432,2009,107500
1294,78.0,10140.0,2Story,7,5,1976,832,Y,832,832,2,8,2,528,2006,162900
1295,60.0,8172.0,1Story,5,7,1955,864,Y,864,0,1,5,2,572,2006,115000
1296,70.0,8400.0,1Story,5,5,1968,1052,Y,1052,0,1,5,1,288,2006,138500
1297,80.0,8700.0,1Story,5,6,1963,,Y,1128,0,2,6,2,525,2008,155000
1298,35.0,3675.0,SFoyer,6,5,2005,547,Y,1072,0,2,5,2,525,2006,140000
1299,313.0,63887.0,2Story,10,5,2008,,Y,4692,950,2,12,2,1418,2008,160000
1300,75.0,7500.0,1Story,5,7,1959,,Y,1246,0,1,6,1,305,2010,154000
1301,,10762.0,2Story,7,5,1999,978,Y,1005,978,2,9,2,490,2009,225000
1302,,7500.0,2Story,6,7,1942,771,Y,753,741,1,7,1,213,2009,177500
1303,92.0,10120.0,2Story,8,5,1994,1165,Y,1203,1323,2,8,3,844,2006,290000
1304,73.0,8688.0,1Story,7,5,2005,1616,Y,1616,0,2,7,3,834,2006,232000
1305,32.0,3363.0,2Story,7,5,2004,976,Y,976,732,2,7,2,380,2006,130000
1306,108.0,13173.0,1Story,9,5,2006,1652,Y,1652,0,2,6,2,840,2009,325000
1307,48.0,,1Story,7,5,2005,1368,Y,1368,0,2,6,2,474,2006,202500
1308,60.0,,1Story,5,5,1994,990,Y,990,0,1,5,2,480,2009,138000
1309,100.0,12000.0,1Story,5,7,1948,,Y,1122,0,1,6,2,528,2008,147000
1310,,7153.0,1Story,6,5,1991,1278,Y,1294,0,2,6,2,496,2008,179200
1311,100.0,17500.0,1Story,7,8,1959,1902,Y,1902,0,2,7,2,567,2010,335000
1312,68.0,8814.0,1Story,7,5,2005,1274,Y,1274,0,2,6,2,508,2007,203000
1313,,9572.0,2Story,8,5,1990,1453,Y,1453,1357,2,9,2,750,2007,302000
1314,108.0,14774.0,2Story,9,5,1999,,Y,1422,1177,2,10,3,779,2010,333168
1315,60.0,8190.0,1Story,4,6,1954,,Y,948,0,1,5,1,280,2007,119000
1316,85.0,,2Story,6,5,1969,952,Y,1092,1020,2,9,2,576,2008,206900
1317,61.0,10226.0,1Story,8,5,2008,,Y,1630,0,2,8,3,860,2009,295493
1318,47.0,4230.0,1Story,7,5,2006,,Y,1352,0,2,5,2,466,2007,208900
1319,,14781.0,1Story,8,5,2001,1753,Y,1787,0,2,7,3,748,2006,275000
1320,75.0,10215.0,1Story,4,5,1954,864,Y,948,0,1,5,1,248,2007,111000
1321,70.0,8400.0,1Story,6,3,1957,,Y,1478,0,1,6,2,442,2009,156500
1322,,,1Story,3,6,1949,0,N,720,0,1,4,1,287,2008,72500
1323,107.0,10186.0,2Story,7,5,1992,,Y,1061,862,2,8,2,564,2010,190000
1324,50.0,5330.0,1Story,4,7,1940,,Y,708,0,1,5,0,0,2009,82500
1325,75.0,9986.0,1Story,8,5,2006,1795,Y,1795,0,2,7,3,895,2007,147000
1326,40.0,3636.0,1Story,4,4,1922,796,N,796,0,1,5,0,0,2008,55000
1327,70.0,4270.0,1Story,3,6,1931,544,Y,774,0,1,6,0,0,2007,79000
1328,60.0,6600.0,1Story,5,9,1982,816,Y,816,0,1,5,1,264,2008,130500
1329,60.0,10440.0,1.5Fin,6,7,1920,1510,Y,1584,1208,2,8,2,520,2008,256000
1330,63.0,9084.0,2Story,7,5,1998,,Y,955,677,2,8,2,462,2006,176500
1331,85.0,,1Story,8,5,2006,1588,Y,1588,0,2,7,3,825,2007,227000
1332,55.0,10780.0,SLvl,5,5,1976,911,Y,954,0,1,6,2,576,2006,132500
1333,67.0,8877.0,1Story,4,6,1938,816,Y,816,0,1,3,1,288,2009,100000
1334,60.0,7200.0,1.5Fin,5,6,1938,,Y,803,557,1,6,1,297,2006,125500
1335,24.0,2368.0,2Story,5,6,1970,765,Y,765,600,1,7,2,440,2009,125000
1336,80.0,,1Story,6,5,1977,1350,Y,1334,0,2,6,2,630,2009,167900
1337,87.0,9246.0,1Story,5,5,1973,,Y,1656,0,2,8,2,506,2008,135000
1338,153.0,4118.0,1Story,4,4,1941,693,N,693,0,1,4,0,0,2006,52500
1339,95.0,13450.0,2Story,7,5,2002,916,Y,920,941,2,8,2,492,2006,200000
1340,120.0,9560.0,1Story,5,7,1972,,Y,864,0,1,5,1,288,2006,128500
1341,70.0,8294.0,1Story,4,5,1971,,Y,872,0,1,5,4,480,2007,123000
1342,66.0,13695.0,1Story,6,5,2003,1114,Y,1114,0,1,6,2,576,2008,155000
1343,,9375.0,2Story,8,5,2002,1284,Y,1284,885,2,7,2,647,2007,228500
1344,57.0,7558.0,1.5Fin,6,6,1928,896,Y,1172,741,1,9,2,342,2009,177000
1345,85.0,11103.0,2Story,7,5,2006,,Y,728,728,2,8,2,440,2007,155835
1346,50.0,6000.0,1Story,4,4,1920,960,Y,960,0,1,5,1,308,2007,108500
1347,,20781.0,1Story,7,7,1968,1568,Y,2156,0,2,9,2,508,2006,262500
1348,93.0,15306.0,1Story,8,5,2006,1732,Y,1776,0,2,7,3,712,2007,283463
1349,,,1Story,7,5,1998,,Y,1494,0,2,5,2,514,2007,215000
1350,50.0,5250.0,2Story,8,5,1872,,N,938,1215,2,8,0,0,2008,122000
1351,91.0,,2Story,5,5,1969,1248,Y,1338,1296,2,12,4,968,2009,200000
1352,70.0,9247.0,2Story,6,6,1962,858,Y,858,858,1,8,2,490,2008,171000
1353,50.0,6000.0,1.5Fin,6,9,1937,698,Y,786,390,1,4,2,624,2009,134900
1354,56.0,14720.0,1.5Fin,8,5,1995,2033,Y,2053,1185,2,9,3,666,2010,410000
1355,,10316.0,2Story,7,5,2000,992,Y,992,873,2,7,3,839,2008,235000
1356,102.0,10192.0,SLvl,7,6,1968,,Y,1222,698,3,8,2,487,2006,170000
1357,,9477.0,1Story,5,5,1966,864,Y,892,0,1,5,1,264,2008,110000
1358,,12537.0,1Story,5,6,1971,,Y,1078,0,1,6,2,500,2010,149900
1359,,2117.0,2Story,6,5,2000,756,Y,769,804,2,5,2,440,2010,177500
1360,129.0,16737.0,1Story,9,5,2004,1980,Y,1980,0,2,8,3,770,2006,315000
1361,51.0,9842.0,2Story,5,6,1921,612,Y,990,1611,3,8,2,621,2008,189000
1362,124.0,16158.0,1Story,7,5,2005,1530,Y,1530,0,2,7,2,430,2009,260000
1363,,12513.0,1.5Fin,4,4,1920,715,Y,1281,457,2,7,1,368,2009,104900
1364,73.0,8499.0,2Story,6,5,2006,616,Y,616,796,2,6,2,432,2007,156932
1365,30.0,3180.0,2Story,7,5,2005,600,Y,520,600,2,4,2,480,2006,144152
1366,,7500.0,2Story,7,5,2000,814,Y,814,860,2,7,2,663,2010,216000
1367,68.0,9179.0,2Story,7,5,1999,,Y,882,908,2,7,2,588,2008,193000
1368,41.0,2665.0,2Story,5,6,1977,757,Y,925,550,2,6,1,336,2006,127000
1369,,4435.0,1Story,6,5,2003,,Y,848,0,1,4,2,420,2009,144000
1370,48.0,10635.0,1Story,8,5,2003,1657,Y,1668,0,2,8,2,502,2010,232000
1371,90.0,5400.0,1.5Fin,4,6,1920,,Y,840,534,1,6,1,338,2009,105000
1372,80.0,9600.0,SLvl,6,6,1955,992,Y,1661,0,1,8,1,377,2008,165500
1373,75.0,9750.0,2Story,7,6,1998,,Y,1108,989,2,8,2,583,2006,274300
1374,,11400.0,1Story,10,5,2001,2633,Y,2633,0,2,8,3,804,2007,466500
1375,85.0,,2Story,7,5,2005,,Y,1026,932,2,9,3,936,2008,250000
1376,89.0,10991.0,1Story,8,5,2007,1571,Y,1571,0,2,7,3,722,2007,239000
1377,52.0,6292.0,1Story,6,5,1930,768,N,790,0,1,4,1,160,2008,91000
1378,60.0,10998.0,1.5Fin,5,5,1941,984,Y,984,620,2,6,2,660,2009,117000
1379,21.0,1953.0,2Story,6,5,1973,483,Y,483,504,1,5,1,264,2006,83000
1380,73.0,9735.0,SLvl,5,5,2006,,Y,754,640,2,7,2,400,2008,167500
1381,45.0,8212.0,1Story,3,3,1914,864,N,864,0,1,5,1,200,2010,58500
1382,,12925.0,1Story,6,7,1970,1205,Y,2117,0,2,7,2,550,2008,237500
1383,60.0,7200.0,2Story,7,7,1920,,Y,998,764,1,8,2,576,2006,157000
1384,,25339.0,1Story,5,7,1918,816,Y,1416,0,2,7,2,576,2007,112000
1385,60.0,9060.0,1.5Fin,6,5,1939,,Y,698,560,1,6,1,280,2009,105000
1386,40.0,5436.0,1.5Fin,4,8,1922,796,Y,796,358,1,7,1,240,2010,125500
1387,80.0,16692.0,2Story,7,5,1978,1392,Y,1392,1392,3,12,2,564,2006,250000
1388,60.0,8520.0,1.5Fin,6,7,1916,,N,1664,862,2,10,1,216,2007,136000
1389,42.0,14892.0,1Story,9,5,2006,1746,Y,1746,0,2,7,3,758,2009,377500
1390,60.0,6000.0,1.5Fin,6,6,1941,,Y,869,349,1,6,2,440,2007,131000
1391,70.0,9100.0,1Story,7,5,2000,1525,Y,1525,0,2,6,2,541,2006,235000
1392,65.0,8944.0,1Story,5,5,1967,1584,Y,1584,0,2,8,3,792,2009,124000
1393,68.0,7838.0,SFoyer,5,5,1967,864,Y,900,0,1,6,1,288,2006,123000
1394,60.0,10800.0,1.5Fin,6,7,1905,482,N,1221,691,2,7,2,672,2008,163000
1395,53.0,4045.0,1Story,7,5,2006,1356,Y,1500,0,2,6,3,648,2006,246578
1396,88.0,,2Story,8,5,2005,,Y,1133,1349,2,9,3,642,2007,281213
1397,,,1Story,5,5,1948,,Y,1687,0,1,7,2,572,2010,160000
1398,51.0,6120.0,2Story,5,8,1920,,Y,939,574,1,8,1,180,2007,137500
1399,60.0,7200.0,1.5Fin,5,4,1950,1208,Y,1136,768,1,7,1,240,2009,138000
1400,51.0,6171.0,1.5Fin,6,6,1925,976,Y,1160,448,2,7,1,216,2009,137450
1401,50.0,6000.0,1.5Fin,6,7,1929,862,Y,950,208,1,5,1,208,2008,120000
1402,62.0,7415.0,2Story,6,5,2004,839,Y,864,729,2,8,2,398,2008,193000
1403,64.0,6762.0,1Story,7,5,2006,1286,Y,1294,0,2,6,2,662,2006,193879
1404,49.0,15256.0,1Story,8,5,2007,1485,Y,1464,0,2,6,3,754,2007,282922
1405,60.0,10410.0,1.5Fin,3,4,1915,672,Y,694,520,1,6,3,936,2006,105000
1406,44.0,3842.0,1Story,8,5,2004,,Y,1646,0,2,5,2,482,2008,275000
1407,70.0,8445.0,SFoyer,5,7,1972,,Y,768,0,1,5,2,396,2009,133000
1408,,8780.0,1Story,5,5,1985,,Y,833,0,1,5,0,0,2009,112000
1409,60.0,7740.0,2Story,4,7,1910,,Y,741,622,1,6,2,528,2010,125500
1410,46.0,20544.0,2Story,7,6,1986,791,Y,1236,857,2,7,2,542,2008,215000
1411,79.0,12420.0,2Story,7,5,2001,944,Y,944,896,2,6,2,622,2009,230000
1412,80.0,9600.0,1.5Fin,6,8,1950,856,Y,1112,556,1,6,1,271,2009,140000
1413,60.0,7200.0,1Story,4,5,1949,0,N,1040,0,2,6,2,420,2009,90000
1414,88.0,10994.0,1Story,8,5,2005,1844,Y,1844,0,2,7,2,620,2009,257000
1415,64.0,13053.0,1.5Fin,6,7,1923,833,Y,1053,795,1,8,2,370,2008,207000
1416,51.0,,1Story,7,5,2007,,Y,1569,0,2,7,3,660,2009,175900
1417,60.0,11340.0,2Story,4,6,1885,,Y,1246,1044,2,11,2,560,2010,122500
1418,,,2Story,8,5,1998,1284,Y,1310,1140,2,7,3,1069,2009,340000
1419,71.0,9204.0,1Story,5,5,1963,,Y,1144,0,1,6,1,336,2008,124000
1420,,16381.0,1Story,6,5,1969,1844,Y,1844,0,2,7,2,540,2006,223000
1421,90.0,11700.0,2Story,6,6,1968,,Y,708,708,2,7,2,776,2006,179900
1422,53.0,4043.0,1Story,6,5,1977,1069,Y,1069,0,2,4,2,440,2010,127500
1423,37.0,4435.0,1Story,6,5,2003,848,Y,848,0,1,3,2,420,2008,136500
1424,,19690.0,SLvl,6,7,1966,697,Y,1575,626,2,8,2,432,2006,274970
1425,,9503.0,1Story,5,5,1958,,Y,1344,0,1,6,1,484,2007,144000
1426,80.0,10721.0,1Story,6,6,1959,1252,Y,1252,0,1,7,2,528,2008,142000
1427,81.0,10944.0,2Story,7,5,1994,1223,Y,1223,904,2,5,2,525,2008,271000
1428,60.0,,1.5Fin,5,6,1945,913,Y,1048,510,1,6,1,288,2008,140000
1429,60.0,,1Story,5,7,1940,,Y,804,0,1,4,1,240,2010,119000
1430,,12546.0,1Story,6,7,1981,1440,Y,1440,0,2,7,2,467,2007,182900
1431,60.0,21930.0,2Story,5,5,2005,732,Y,734,1104,2,7,2,372,2006,192140
1432,,4928.0,1Story,6,6,1976,,Y,958,0,2,5,2,440,2009,143750
1433,60.0,10800.0,1Story,4,6,1927,656,Y,968,0,2,5,1,216,2007,64500
1434,93.0,10261.0,2Story,6,5,2000,936,Y,962,830,2,8,2,451,2008,186500
1435,80.0,17400.0,1Story,5,5,1977,,Y,1126,0,2,5,2,484,2006,160000
1436,80.0,8400.0,1Story,6,9,1962,1319,Y,1537,0,1,7,2,462,2008,174000
1437,60.0,9000.0,1Story,4,6,1971,864,Y,864,0,1,5,2,528,2007,120500
1438,96.0,,1Story,8,5,2008,1932,Y,1932,0,2,7,3,774,2008,394617
1439,90.0,7407.0,1Story,6,7,1957,912,Y,1236,0,1,6,2,923,2010,149700
1440,80.0,11584.0,SLvl,7,6,1979,,Y,1040,685,2,6,2,550,2007,197000
1441,79.0,11526.0,2.5Fin,6,7,1922,,Y,1423,748,2,11,2,672,2008,191000
1442,,,1Story,6,5,2004,,Y,848,0,1,3,2,420,2008,149300
1443,85.0,11003.0,2Story,10,5,2008,,Y,1026,981,2,10,3,812,2009,310000
1444,,8854.0,1.5Unf,6,6,1916,952,N,952,0,1,4,1,192,2009,121000
1445,63.0,8500.0,1Story,7,5,2004,1422,Y,1422,0,2,7,2,626,2007,179600
1446,70.0,8400.0,SFoyer,6,5,1966,,Y,913,0,1,6,1,240,2007,129000
1447,,26142.0,1Story,5,7,1962,,Y,1188,0,1,6,1,312,2010,157900
1448,80.0,10000.0,2Story,8,5,1995,1220,Y,1220,870,2,8,2,556,2007,240000
1449,70.0,11767.0,2Story,4,7,1910,560,N,796,550,1,6,1,384,2007,112000
1450,21.0,1533.0,SFoyer,5,7,1970,,Y,630,0,1,3,0,0,2006,92000
1451,60.0,9000.0,2Story,5,5,1974,,Y,896,896,2,8,0,0,2009,136000
1452,78.0,9262.0,1Story,8,5,2008,1573,Y,1578,0,2,7,3,840,2009,287090
1453,35.0,3675.0,SLvl,5,5,2005,547,Y,1072,0,1,5,2,525,2006,145000
1454,90.0,17217.0,1Story,5,5,2006,1140,Y,1140,0,1,6,0,0,2006,84500
1455,62.0,7500.0,1Story,7,5,2004,1221,Y,1221,0,2,6,2,400,2009,185000
1456,62.0,7917.0,2Story,6,5,1999,,Y,953,694,2,7,2,460,2007,175000
1457,85.0,13175.0,1Story,6,6,1978,1542,Y,2073,0,2,7,2,500,2010,210000
1458,66.0,9042.0,2Story,7,9,1941,1152,Y,1188,1152,2,9,1,252,2010,266500
1459,68.0,9717.0,1Story,5,6,1950,1078,Y,1078,0,1,5,1,240,2010,142125
1460,75.0,9937.0,1Story,5,6,1965,1256,Y,1256,0,1,6,1,276,2008,147500
